Invoice_ID,Branch,City,customer_type,gender_customer,product_line,unit_cost,quantity,5pct_markup,revenue,date,time,payment_method,cogs,gm_pct,gross_income,rating
866-70-2814,B,MANDALAY,Normal,Female,ELECTRONIC ACCESSORIES,52.79,10.0,26.395,554.295,2/25/2019,11:58,Ewallet,527.9,4.761904762,26.395,10.0
714-02-3114,C,naypyitaw,Normal,female,Sports and travel,98.8,2.0,9.88,207.48,2/21/2019,11:39,Cash,197.6,4.761904762,9.88,7.7
416-17-9926,A,Yangon,  Member,Female,electronic accessories,74.22,10.0,37.11,779.31,01/01/19,14:42,credit card,742.2,4.761904762,37.11,4.3
266-76-6436,C,Naypyitaw,   Member,female,FOOD AND BEVERAGES,38.6,3.0,5.79,121.59,3/28/2019,13:57,Ewallet,115.8,4.761904762,5.79,7.5
123-35-4896,C,naypyitaw,normal,Female,sports and travel,46.66,9.0,20.997,440.937,2/17/2019,19:11,EWALLET,419.94,4.761904762,20.997,5.3
325-90-8763,C,NAYPYITAW,Member,FEMALE,Electronic accessories,46.57,10.0,23.285,488.985,1/27/2019,13:58,Cash,465.7,4.761904762,23.285,7.6
870-76-1733,A,YANGON, Member ,FEMALE,FOOD AND BEVERAGES,14.23,5.0,3.5575,74.7075,02/01/19,10:08,Credit card,71.15,4.761904762,3.5575,4.4
740-11-5257,c,Naypyitaw,Normal,MALE,electronic accessories,24.74,10.0,12.37,259.77,2/24/2019,16:44,Cash,247.4,4.761904762,12.37,7.1
834-25-9262,c,NAYPYITAW,normal,Female,fashion accessories,81.68,4.0,16.336,343.056,01/06/19,12:12,Cash,326.72,4.761904762,16.336,9.1
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1.0,1.971,41.391,1/18/2019,15:08,CASH,39.42,4.761904762,1.971,8.4
308-39-1707,A,Yangon,Normal,female,fashion accessories,12.09,1.0,0.6045,12.6945,1/26/2019,18:19,Credit card,12.09,4.761904762,0.6045,8.2
459-45-2396,A,YANGON,member,female,FOOD AND BEVERAGES,99.6,3.0,14.94,313.74,2/25/2019,18:45,cash,298.8,4.761904762,14.94,5.8
746-19-0921,C,Naypyitaw,Normal,male,Food And Beverages,21.58,1.0,1.079,22.659,02/09/19,10:02,EWALLET,21.58,4.761904762,1.079,7.2
258-69-7810,C,naypyitaw,Normal,female,Fashion Accessories,36.85,5.0,9.2125,193.4625,1/26/2019,18:53,Cash,184.25,4.761904762,9.2125,9.2
885-17-6250,A,Yangon,NORMAL,Female,Health and beauty,79.74,1.0,3.987,83.727,03/06/19,10:36,ewallet,79.74,4.761904762,3.987,7.3
339-12-4827,B,  MANDALAY ,Member,Female,fashion accessories,73.96,1.0,3.698,77.658,01/05/19,11:32,Credit Card,73.96,4.761904762,3.698,5.0
418-05-0656,B,mandalay, NORMAL,Female,Fashion Accessories,25.56,7.0,8.946,187.866,02/02/19,20:42,Cash,178.92,4.761904762,8.946,7.1
442-48-3607,A,yangon,member,Male,Food And Beverages,23.48,2.0,2.348,49.308,3/14/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9
372-26-1506,C,Naypyitaw,NORMAL,Female,Fashion accessories,23.82,5.0,5.955,125.055,1/28/2019,19:24,Ewallet,119.1,4.761904762,5.955,5.4
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6.0,9.183,192.843,03/12/19,20:36, Cash ,183.66,4.761904762,9.183,9.3
366-93-0948,A,Yangon,Member,MALE,Electronic accessories,66.35,1.0,3.3175,69.6675,1/31/2019,10:46, credit card ,66.35,4.761904762,3.3175,9.7
214-30-2776,b,   MANDALAY,Member,FEMALE,Electronic accessories,34.49,5.0,8.6225,181.0725,03/11/19,19:44,Credit card,172.45,4.761904762,8.6225,9.0
241-96-5076,B,  Mandalay ,member,Female,Home and lifestyle,49.1,2.0,4.91,103.11,01/08/19,12:58,CREDIT CARD,98.2,4.761904762,4.91,6.4
873-95-4984,B,MANDALAY,   Member  ,female,Health and beauty,76.9,7.0,26.915,565.215,2/15/2019,20:21,cash,538.3,4.761904762,26.915,7.7
188-55-0967,B,MANDALAY,Member,Male,Health and beauty,66.47,10.0,33.235,697.935,1/15/2019,15:01,CREDIT CARD,664.7,4.761904762,33.235,5.0
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8.0,6.248,131.208,1/20/2019,20:37,Ewallet,124.96,4.761904762,6.248,9.1
351-62-0822,B,Mandalay,Member,Female,FASHION ACCESSORIES,14.48,4.0,2.896,60.816,02/06/19,18:07,Ewallet,57.92,4.761904762,2.896,4.5
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4.0,9.898,207.858,3/21/2019,15:25,Ewallet,197.96,4.761904762,9.898,6.6
817-69-8206,B,Mandalay,  normal,female,Electronic accessories,99.73,9.0,44.8785,942.4485,03/02/19,19:42,  Credit card  ,897.57,4.761904762,44.8785,6.5
575-30-8091,a,yangon,Normal,Male,Sports And Travel,72.5,8.0,29.0,609.0,3/16/2019,19:25,Ewallet,580.0,4.761904762,29.0,9.2
394-41-0748,C,Naypyitaw,Member,Female,,54.07,9.0,24.3315,510.9615,1/27/2019,14:55,Ewallet,486.63,4.761904762,24.3315,9.5
670-79-6321,B, mandalay,Member,Female,HOME AND LIFESTYLE,94.59,7.0,33.1065,695.2365,1/17/2019,15:27,   credit card  ,662.13,4.761904762,33.1065,4.9
109-86-4363,b,MANDALAY,MEMBER,female,Sports And Travel,60.08,7.0,21.028,441.588,2/14/2019,11:36,Credit card,420.56,4.761904762,21.028,4.5
482-17-1179,a,Yangon,  Member  ,male,ELECTRONIC ACCESSORIES,11.94,3.0,1.791,37.611,1/19/2019,12:47,   Credit Card ,35.82,4.761904762,1.791,8.1
804-38-3935,A,   Yangon,member,Male,Electronic accessories,93.78,3.0,14.067,295.407,1/30/2019,11:32,credit card,281.34,4.761904762,14.067,5.9
648-83-1321,A,Yangon,MEMBER,Male,Home and lifestyle,63.56,10.0,31.78,667.38,1/16/2019,17:59, Cash ,635.6,4.761904762,31.78,4.3
235-06-8510,C, naypyitaw,member,Male,Home and lifestyle,85.72,3.0,12.858,270.018,1/24/2019,20:59,ewallet,257.16,4.761904762,12.858,5.1
443-82-0585,A,yangon,MEMBER,FEMALE,health and beauty,77.68,4.0,15.536,326.256,02/01/19,19:54,Cash,310.72,4.761904762,15.536,8.4
868-52-7573,B,   Mandalay ,Normal,Female,Food And Beverages,99.69,5.0,24.9225,523.3725,1/14/2019,12:09,Cash,498.45,4.761904762,24.9225,9.9
393-65-2792,C,NAYPYITAW,Normal,Male,food and beverages,89.48,10.0,44.74,939.54,01/06/19,12:46,Credit card,894.8,4.761904762,44.74,9.6
850-41-9669,A,yangon,Normal,Female,Electronic accessories,75.06,9.0,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,4.761904762,33.777,6.2
751-15-6198,B,Mandalay,Normal,Male,SPORTS AND TRAVEL,23.01,6.0,6.903,144.963,01/12/19,16:45,Ewallet,138.06,4.761904762,6.903,7.9
568-88-3448,A,Yangon,normal,Male,HEALTH AND BEAUTY,25.0,1.0,1.25,26.25,03/03/19,15:09,Ewallet,25.0,4.761904762,1.25,5.5
788-07-8452,C,Naypyitaw,Member,female,HOME AND LIFESTYLE,,7.0,8.484,178.164,1/27/2019,17:38,Ewallet,169.68,4.761904762,8.484,9.4
450-42-3339,C,naypyitaw,Normal,Male,health and beauty,,10.0,42.305,,02/09/19,18:58,   Credit card  ,846.1,4.761904762,42.305,8.8
516-77-6464,C,NAYPYITAW,Member,Female,health and beauty,10.16,5.0,2.54,53.34,2/24/2019,13:08,Ewallet,50.8,4.761904762,2.54,4.1
656-16-1063,B,Mandalay,normal,male,Sports and travel,46.42,3.0,6.963,146.223,01/04/19,13:24,Credit card,139.26,4.761904762,6.963,4.4
766-85-7061,B,Mandalay,Normal,male,HEALTH AND BEAUTY,87.87,10.0,43.935,922.635,3/29/2019,10:25,Ewallet,878.7,4.761904762,43.935,5.1
130-67-4723,A,YANGON,member,male,Food and beverages,48.5,6.0,14.55,305.55,01/11/19,13:57,Ewallet,291.0,4.761904762,14.55,9.4
125-45-2293,A,   Yangon,NORMAL,female,fashion accessories,,6.0,29.73,624.33,1/19/2019,13:11,CASH,594.6,4.761904762,29.73,4.2
560-30-5617,B,mandalay,Normal,Female,sports and travel,24.77,5.0,6.1925,130.0425,3/24/2019,18:27,Cash,123.85,4.761904762,6.1925,8.5
490-95-0021,b,Mandalay,member,Female,Food and beverages,33.21,10.0,16.605,348.705,01/08/19,14:25,Ewallet,332.1,4.761904762,16.605,6.0
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9.0,39.51,829.71,3/16/2019,19:08,CASH,790.2,4.761904762,39.51,9.2
136-08-6195,a,yangon,normal,FEMALE,home and lifestyle,69.96,8.0,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.761904762,27.984,6.4
236-27-1144,C,naypyitaw,normal,Female,Food And Beverages,16.31,9.0,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,4.761904762,7.3395,8.4
370-96-0655,C,Naypyitaw,NORMAL,female,fashion accessories,49.32,6.0,14.796,310.716,01/09/19,13:46,EWALLET,295.92,4.761904762,14.796,7.1
840-19-2096,c,Naypyitaw,member,MALE,Electronic accessories,87.91,5.0,21.9775,461.5275,3/14/2019,18:10,ewallet,439.55,4.761904762,21.9775,4.4
139-32-4183,A,Yangon,member,Female,Sports and travel,97.48,9.0,43.866,921.186,3/14/2019,14:19,EWALLET,877.32,4.761904762,43.866,7.4
313-66-9943,B,MANDALAY,Member,Female,Food and beverages,29.15,3.0,4.3725,91.8225,3/27/2019,20:29,Credit Card,87.45,4.761904762,4.3725,7.3
586-25-0848,A,yangon,NORMAL,Female,Sports and travel,12.34,7.0,4.319,90.699,03/04/19,11:19,Credit card,86.38,4.761904762,4.319,6.7
871-79-8483,B,Mandalay,normal,male,Fashion accessories,9999.99,5.0,23.5325,494.1825,2/25/2019,19:39,,470.65,4.761904762,23.5325,4.8
730-61-8757,B,Mandalay, member ,MALE,Health and beauty,51.13,4.0,10.226,214.746,1/25/2019,10:11,Credit card,204.52,4.761904762,10.226,4.0
387-49-4215,B,Mandalay,MEMBER,FEMALE,sports and travel,48.5,3.0,7.275,152.775,01/08/19,12:50, Cash ,145.5,4.761904762,7.275,6.7
242-55-6721,B,   mandalay ,Normal,Male,home and lifestyle,16.16,2.0,1.616,33.936,03/07/19,11:49,Ewallet,32.32,4.761904762,1.616,6.5
636-48-8204,A,Yangon,Normal,male,Electronic accessories,34.56,5.0,8.64,181.44,2/17/2019,11:15,Ewallet,172.8,4.761904762,8.64,9.9
189-98-2939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55,9.0,35.3475,742.2975,03/01/19,13:22,cash,706.95,4.761904762,35.3475,7.2
213-32-1216,a,YANGON,NORMAL,Female,Electronic Accessories,,6.0,19.818,416.178,1/23/2019,10:28,CASH,396.36,4.761904762,19.818,7.3
604-70-6476,A,Yangon,MEMBER,Male,FASHION ACCESSORIES,17.94,5.0,4.485,94.185,1/23/2019,14:04,EWALLET,89.7,4.761904762,4.485,6.8
123-19-1176,a,Yangon,Member,Male,Health and beauty,58.22,8.0,23.288,489.048,1/27/2019,20:33,Ewallet,465.76,4.761904762,23.288,8.4
362-58-8315,C,Naypyitaw,Normal,Male,Fashion Accessories,76.52,5.0,19.13,401.73,3/25/2019,10:23, Cash,382.6,4.761904762,19.13,9.9
549-23-9016,C,naypyitaw,Member,Female,Food and beverages,14.87,2.0,1.487,31.227,2/13/2019,18:15,credit card,29.74,4.761904762,1.487,8.9
574-80-1489,B,Mandalay,MEMBER,female,Food and beverages,62.85,4.0,12.57,263.97,2/25/2019,13:22,Ewallet,251.4,4.761904762,12.57,8.7
139-20-0155,B,MANDALAY,MEMBER,Male,Electronic accessories,40.3,10.0,20.15,423.15,1/24/2019,17:37,credit card,403.0,4.761904762,20.15,7.0
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,26.23,9.0,11.8035,247.8735,1/25/2019,20:24,  Ewallet,236.07,4.761904762,11.8035,5.9
474-33-8305,c,Naypyitaw,Member,Male,Fashion Accessories,67.39,7.0,23.5865,495.3165,3/23/2019,13:23,EWALLET,471.73,4.761904762,23.5865,6.9
414-12-7047,B,  MANDALAY  ,Normal,Male,Food and beverages,19.79,8.0,7.916,166.236,1/18/2019,12:04,EWALLET,158.32,4.761904762,7.916,8.7
420-11-4919,C,Naypyitaw,Member,Female,Food And Beverages,71.39,5.0,17.8475,374.7975,2/17/2019,19:57,Credit card,356.95,4.761904762,17.8475,5.5
595-94-9924,A,Yangon,   MEMBER  ,female,Health and beauty,27.73,5.0,6.9325,145.5825,3/26/2019,20:21,CREDIT CARD,138.65,4.761904762,6.9325,4.2
563-91-7120,A,yangon,Normal,female,FASHION ACCESSORIES,61.77,5.0,15.4425,324.2925,03/08/19,13:21, Cash  ,308.85,4.761904762,15.4425,6.7
199-75-8169,a,Yangon,  Member,MALE,sports and travel,15.81,10.0,7.905,166.005,03/06/19,12:27,  Credit card,158.1,4.761904762,7.905,8.6
253-12-6086,A,YANGON, Member ,Female,sports and travel,98.4,7.0,34.44,723.24,03/12/19,12:43, Credit card  ,688.8,4.761904762,34.44,8.7
545-46-3100,B,Mandalay, Member ,Female,Electronic accessories,10.59,3.0,1.5885,33.3585,03/12/19,13:52,CREDIT CARD,31.77,4.761904762,1.5885,8.7
759-29-9521,A,Yangon,Member,female,Fashion accessories,48.96,9.0,22.032,462.672,03/04/19,11:27, CASH ,440.64,4.761904762,22.032,8.0
135-13-8269,B,MANDALAY,member,Female,Food and beverages,78.88,2.0,7.888,165.648,1/26/2019,16:04,   Cash  ,157.76,4.761904762,7.888,9.1
241-11-2261,B,Mandalay,Normal,Female,fashion accessories,79.86,7.0,27.951,586.971,01/10/19,10:33, Credit card,559.02,4.761904762,27.951,5.5
160-22-2687,A,   yangon  ,Member,Female,Health and beauty,95.95,5.0,23.9875,503.7375,1/23/2019,14:21,Ewallet,479.75,4.761904762,23.9875,8.8
777-82-7220,B,Mandalay,MEMBER,Male,Home and lifestyle,30.12,8.0,12.048,253.008,03/03/19,13:01,Cash,240.96,4.761904762,12.048,7.7
618-34-8551,A,Yangon,normal,Female,Sports and travel,93.18,2.0,9.318,195.678,1/16/2019,18:41,Credit card,186.36,4.761904762,9.318,8.5
796-32-9050,A,YANGON,normal,Male,Food and beverages,51.28,6.0,15.384,323.064,1/19/2019,16:31, Cash ,307.68,4.761904762,15.384,6.5
302-15-2162,C,NAYPYITAW,MEMBER,Male,Health and beauty,46.53,6.0,13.959,293.139,03/03/19,10:54,Credit Card,279.18,4.761904762,13.959,4.3
470-32-9057,A,yangon,MEMBER,Male,Food And Beverages,51.34,,12.835,269.535,3/28/2019,15:31,Credit Card,256.7,4.761904762,12.835,9.1
347-56-2442,A,YANGON,normal,male,HOME AND LIFESTYLE,65.82,1.0,3.291,69.111,2/22/2019,15:33,Cash,65.82,4.761904762,3.291,4.1
138-17-5109,A,YANGON,member,female,Home and lifestyle,89.21,9.0,40.1445,843.0345,1/15/2019,15:42,credit card,802.89,4.761904762,40.1445,6.5
186-71-5196,A,Yangon,Member,Female,FOOD AND BEVERAGES,79.54,2.0,7.954,167.034,3/27/2019,16:30,ewallet,159.08,4.761904762,7.954,6.2
838-78-4295,C,NAYPYITAW,  normal ,Female,health and beauty,33.47,2.0,3.347,70.287,02/10/19,15:43,Ewallet,66.94,4.761904762,3.347,6.7
803-17-8013,A,Yangon,Member,Female,home and lifestyle,88.79,8.0,35.516,745.836,2/17/2019,17:09,CASH,710.32,4.761904762,35.516,4.1
109-28-2512,B,Mandalay,Member,female,Fashion accessories,97.61,6.0,29.283,614.943,01/07/19,15:01,Ewallet,585.66,4.761904762,29.283,9.9
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.5,4.0,8.3,174.3,03/12/19,19:58,Credit card,166.0,4.761904762,8.3,8.2
827-44-5872,B,Mandalay,Member,Female,food and beverages,54.36,10.0,27.18,570.78,02/07/19,11:28, Credit card,543.6,4.761904762,27.18,6.1
246-11-3901,C,Naypyitaw,Normal,FEMALE,electronic accessories,32.8,10.0,16.4,344.4,2/15/2019,12:12,cash,328.0,4.761904762,16.4,6.2
406-46-7107,A,Yangon,NORMAL,FEMALE,HOME AND LIFESTYLE,96.52,6.0,28.956,608.076,01/11/19,11:52,  Cash,579.12,4.761904762,28.956,4.5
552-44-5977,B, Mandalay  ,MEMBER,Male,Health and beauty,62.0,8.0,24.8,520.8,01/03/19,19:08, Credit card,496.0,4.761904762,24.8,6.2
471-41-2823,C,Naypyitaw,normal,Male,Food And Beverages,99.79,2.0,9.979,209.559,03/07/19,20:37,EWALLET,199.58,4.761904762,9.979,8.0
896-34-0956,A,Yangon,Normal,Male,FASHION ACCESSORIES,21.32,1.0,1.066,22.386,1/26/2019,12:43,CASH,21.32,4.761904762,1.066,5.9
712-39-0363,a,yangon,  member,Male,Food and beverages,41.66,6.0,12.498,262.458,01/02/19,15:24,,249.96,4.761904762,12.498,5.6
828-46-6863,A,Yangon,Member,MALE,Food and beverages,,6.0,29.559,620.739,1/23/2019,11:22,Credit Card,591.18,4.761904762,29.559,4.0
115-99-4379,B,mandalay,Member,FEMALE,Fashion accessories,54.73,7.0,19.1555,402.2655,3/14/2019,19:02,credit card,383.11,4.761904762,19.1555,8.5
842-40-8179,B, Mandalay ,Member,Female,FOOD AND BEVERAGES,77.2,10.0,38.6,810.6,02/11/19,10:38,Credit card,772.0,4.761904762,38.6,5.6
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2.0,2.531,53.151,03/02/19,19:26,Ewallet,50.62,4.761904762,2.531,7.2
278-97-7759,A,Yangon,Member,Female,ELECTRONIC ACCESSORIES,62.48,1.0,3.124,65.604,2/18/2019,20:29,CASH,62.48,4.761904762,3.124,4.7
807-14-7833,A,Yangon,Member,Female,Electronic accessories,17.42,-10.0,8.71,182.91,2/22/2019,12:30,Ewallet,174.2,4.761904762,8.71,7.0
163-56-7055,c,Naypyitaw,member,MALE,fashion accessories,48.71,1.0,2.4355,51.1455,3/26/2019,19:20,Cash,48.71,4.761904762,2.4355,4.1
685-64-1609,A,yangon,Member,Female,fashion accessories,30.14,10.0,15.07,316.47,02/10/19,12:28,Ewallet,301.4,4.761904762,15.07,9.2
258-69-7810,C,NAYPYITAW,Normal,female,Fashion accessories,36.85,5.0,9.2125,193.4625,1/26/2019,18:53,Cash,184.25,4.761904762,9.2125,9.2
559-61-5987,b, Mandalay,Normal,Female,Health And Beauty,17.75,1.0,0.8875,18.6375,1/14/2019,10:38,cash,17.75,4.761904762,0.8875,8.6
411-77-0180,A,YANGON,MEMBER,Male,ELECTRONIC ACCESSORIES,72.2,999.0,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761904762,25.27,4.3
856-66-2701,A,yangon,member,Male,Home and lifestyle,53.3,3.0,7.995,167.895,1/25/2019,14:19,Ewallet,159.9,4.761904762,7.995,7.5
743-04-1105,B,mandalay,member,MALE,HEALTH AND BEAUTY,97.22,9.0,43.749,918.729,3/30/2019,14:43,  Ewallet,874.98,4.761904762,43.749,6.0
582-52-8065,B,Mandalay,Normal,Female,FASHION ACCESSORIES,54.31,9.0,24.4395,513.2295,2/22/2019,10:49,cash,488.79,4.761904762,24.4395,8.9
631-41-3108,A,Yangon,Normal,MALE,home and lifestyle,46.33,7.0,16.2155,340.5255,03/03/19,13:23,Credit card,324.31,4.761904762,16.2155,7.4
210-74-9613,C,NAYPYITAW,Normal,MALE,Fashion accessories,97.26,4.0,19.452,408.492,3/16/2019,15:33, Ewallet  ,389.04,4.761904762,19.452,6.8
573-58-9734,b,Mandalay,Normal,female,Fashion accessories,30.37,3.0,4.5555,95.6655,3/28/2019,13:41,Ewallet,91.11,4.761904762,4.5555,5.1
779-06-0012,C,naypyitaw,member,Female,Home And Lifestyle,88.61,1.0,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.761904762,4.4305,7.7
843-73-4724,A,  Yangon  ,   normal,male,Fashion accessories,74.1,1.0,3.705,77.805,1/25/2019,11:05,Cash,74.1,4.761904762,3.705,9.2
257-73-1380,C,Naypyitaw,Member,MALE,Sports and travel,82.93,4.0,16.586,348.306,1/20/2019,16:51,Ewallet,331.72,4.761904762,16.586,9.6
852-82-2749,a,Yangon,normal,Male,Sports and travel,64.59,4.0,12.918,271.278,01/06/19,13:35,Ewallet,258.36,4.761904762,12.918,9.3
569-71-4390,B,   MANDALAY ,Normal,male,SPORTS AND TRAVEL,21.87,2.0,2.187,45.927,1/25/2019,14:29,Ewallet,43.74,4.761904762,2.187,6.9
443-59-0061,A,Yangon,MEMBER,Male,Food and beverages,67.45,10.0,33.725,708.225,02/03/19,11:25,Ewallet,674.5,4.761904762,33.725,4.2
851-98-3555,B, Mandalay ,Normal,Female,Health and beauty,82.88,5.0,20.72,435.12,3/24/2019,14:08,CREDIT CARD,414.4,4.761904762,20.72,6.6
453-33-6436,A,YANGON,NORMAL,FEMALE,Home and lifestyle,93.12,8.0,37.248,782.208,02/07/19,10:09,Cash,744.96,4.761904762,37.248,6.8
303-96-2227,B,Mandalay,Normal,Female,Home And Lifestyle,,10.0,48.69,1022.49,03/02/19,17:16,Ewallet,973.8,4.761904762,48.69,4.4
593-08-5916,A,Yangon,NORMAL,Female,Fashion accessories,15.5,1.0,0.775,16.275,3/19/2019,15:23,Credit card,15.5,4.761904762,0.775,7.4
626-43-7888,C,Naypyitaw,Normal,FEMALE,Fashion accessories,60.41,8.0,24.164,507.444,02/07/19,12:23,ewallet,483.28,4.761904762,24.164,9.6
102-06-2002,C,Naypyitaw,Member,Male,Sports And Travel,0.0,5.0,6.3125,132.5625,3/20/2019,17:52,cash,126.25,4.761904762,6.3125,6.1
286-01-5402,A,Yangon,normal,Female,Sports and travel,40.23,7.0,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.761904762,14.0805,9.6
118-62-1812,C,   Naypyitaw, Member,Female,Home and lifestyle,78.38,4.0,15.676,329.196,3/24/2019,17:56,cash,313.52,4.761904762,15.676,7.9
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10.0,6.06,127.26,03/05/19,13:44,CREDIT CARD,121.2,4.761904762,6.06,8.4
301-81-8610,B,MANDALAY,MEMBER,MALE,Fashion Accessories,25.42,8.0,10.168,213.528,3/19/2019,19:42,Credit card,203.36,4.761904762,10.168,6.7
307-83-9164,A,Yangon,Member,Male,home and lifestyle,60.01,4.0,12.002,252.042,1/25/2019,15:54,Cash,240.04,4.761904762,12.002,4.5
554-53-3790,B,   MANDALAY  ,Normal,Male,SPORTS AND TRAVEL,37.02,6.0,11.106,233.226,3/22/2019,18:33,cash,222.12,4.761904762,11.106,4.5
548-48-3156,A,Yangon,Member,Female,food and beverages,83.34,2.0,8.334,175.014,3/19/2019,13:37,Cash,166.68,4.761904762,8.334,7.6
652-43-6591,A,Yangon,NORMAL,Female,Fashion Accessories,97.29,8.0,38.916,817.236,03/09/19,13:18, credit card ,778.32,4.761904762,38.916,6.2
628-34-3388,C,Naypyitaw,normal,Male,FASHION ACCESSORIES,27.38,6.0,8.214,172.494,01/05/19,20:54,Credit card,164.28,4.761904762,8.214,7.9
234-36-2483,B,Mandalay,normal,Male,HEALTH AND BEAUTY,57.59,6.0,17.277,362.817,2/15/2019,13:51,Cash,345.54,4.761904762,17.277,5.1
399-46-5918,c,naypyitaw,NORMAL,FEMALE,Electronic accessories,85.98,8.0,34.392,722.232,2/28/2019,19:01,Cash,687.84,4.761904762,34.392,8.2
638-60-7125,a,  Yangon ,  Normal,FEMALE,Electronic accessories,99.56,8.0,39.824,836.304,2/14/2019,17:03,Credit card,796.48,4.761904762,39.824,5.2
532-59-7201,B,mandalay,member,Male,SPORTS AND TRAVEL,79.93,6.0,23.979,503.559,1/31/2019,14:04,  cash  ,479.58,4.761904762,23.979,5.5
227-03-5010,a,Yangon,Member,female,home and lifestyle,52.59,8.0,21.036,441.756,3/22/2019,19:20,Credit card,420.72,4.761904762,21.036,8.5
510-95-6347,b,Mandalay,Member,Female,Food and beverages,48.52,3.0,7.278,152.838,03/05/19,18:17, EWALLET,145.56,4.761904762,7.278,4.0
287-83-1405,A,YANGON,Normal,male,Health and beauty,25.43,6.0,7.629,160.209,02/12/19,19:01,Ewallet,152.58,4.761904762,7.629,7.0
617-15-4209,C,Naypyitaw,Member,MALE,Health And Beauty,,2.0,1.537,32.277,3/16/2019,19:47,CASH,30.74,4.761904762,1.537,7.2
566-19-5475,B,mandalay,Normal,Male,Fashion accessories,47.97,7.0,16.7895,352.5795,01/07/19,20:52,CASH,335.79,4.761904762,16.7895,6.2
701-69-8742,B, mandalay ,Normal,male,sports and travel,34.37,10.0,17.185,360.885,3/16/2019,10:11,Ewallet,343.7,4.761904762,17.185,6.7
