INVOICE_ID,BRANCH,CITY,CUSTOMER_TYPE,GENDER_CUSTOMER,PRODUCT_LINE,UNIT_COST,QUANTITY,5PCT_MARKUP,REVENUE,DATE,TIME,PAYMENT_METHOD,COGS,GM_PCT,GROSS_INCOME,RATING
120-06-4233,C,Naypyitaw,Normal,Male,Electronic Accessories,30.61,6.0,9.183,192.843,,20:36,Cash,183.66,4.761904762,9.183,9.3
366-93-0948,A,Yangon,Member,Male,Electronic Accessories,66.35,1.0,3.3175,69.6675,2019-01-31,10:46,Credit Card,66.35,4.761904762,3.3175,9.7
214-30-2776,B,Mandalay,Member,Female,Electronic Accessories,34.49,5.0,8.6225,181.0725,,19:44,Credit Card,172.45,4.761904762,8.6225,9.0
241-96-5076,B,Mandalay,Member,Female,Home And Lifestyle,49.1,2.0,4.91,103.11,,12:58,Credit Card,98.2,4.761904762,4.91,6.4
873-95-4984,B,Mandalay,Member,Female,Health And Beauty,76.9,7.0,26.915,565.215,2019-02-15,20:21,Cash,538.3,4.761904762,26.915,7.7
188-55-0967,B,Mandalay,Member,Male,Health And Beauty,66.47,10.0,33.235,697.935,2019-01-15,15:01,Credit Card,664.7,4.761904762,33.235,5.0
760-27-5490,C,Naypyitaw,Normal,Male,Fashion Accessories,15.62,8.0,6.248,131.208,2019-01-20,20:37,Ewallet,124.96,4.761904762,6.248,9.1
351-62-0822,B,Mandalay,Member,Female,Fashion Accessories,14.48,4.0,2.896,60.816,,18:07,Ewallet,57.92,4.761904762,2.896,4.5
438-01-4015,B,Mandalay,Member,Female,Sports And Travel,49.49,4.0,9.898,207.858,2019-03-21,15:25,Ewallet,197.96,4.761904762,9.898,6.6
817-69-8206,B,Mandalay,Normal,Female,Electronic Accessories,99.73,9.0,44.8785,942.4485,,19:42,Credit Card,897.57,4.761904762,44.8785,6.5
575-30-8091,A,Yangon,Normal,Male,Sports And Travel,72.5,8.0,29.0,609.0,2019-03-16,19:25,Ewallet,580.0,4.761904762,29.0,9.2
670-79-6321,B,Mandalay,Member,Female,Home And Lifestyle,94.59,7.0,33.1065,695.2365,2019-01-17,15:27,Credit Card,662.13,4.761904762,33.1065,4.9
109-86-4363,B,Mandalay,Member,Female,Sports And Travel,60.08,7.0,21.028,441.588,2019-02-14,11:36,Credit Card,420.56,4.761904762,21.028,4.5
482-17-1179,A,Yangon,Member,Male,Electronic Accessories,11.94,3.0,1.791,37.611,2019-01-19,12:47,Credit Card,35.82,4.761904762,1.791,8.1
804-38-3935,A,Yangon,Member,Male,Electronic Accessories,93.78,3.0,14.067,295.407,2019-01-30,11:32,Credit Card,281.34,4.761904762,14.067,5.9
648-83-1321,A,Yangon,Member,Male,Home And Lifestyle,63.56,10.0,31.78,667.38,2019-01-16,17:59,Cash,635.6,4.761904762,31.78,4.3
235-06-8510,C,Naypyitaw,Member,Male,Home And Lifestyle,85.72,3.0,12.858,270.018,2019-01-24,20:59,Ewallet,257.16,4.761904762,12.858,5.1
443-82-0585,A,Yangon,Member,Female,Health And Beauty,77.68,4.0,15.536,326.256,,19:54,Cash,310.72,4.761904762,15.536,8.4
868-52-7573,B,Mandalay,Normal,Female,Food And Beverages,99.69,5.0,24.9225,523.3725,2019-01-14,12:09,Cash,498.45,4.761904762,24.9225,9.9
393-65-2792,C,Naypyitaw,Normal,Male,Food And Beverages,89.48,10.0,44.74,939.54,,12:46,Credit Card,894.8,4.761904762,44.74,9.6
850-41-9669,A,Yangon,Normal,Female,Electronic Accessories,75.06,9.0,33.777,709.317,2019-03-19,13:25,Ewallet,675.54,4.761904762,33.777,6.2
751-15-6198,B,Mandalay,Normal,Male,Sports And Travel,23.01,6.0,6.903,144.963,,16:45,Ewallet,138.06,4.761904762,6.903,7.9
568-88-3448,A,Yangon,Normal,Male,Health And Beauty,25.0,1.0,1.25,26.25,,15:09,Ewallet,25.0,4.761904762,1.25,5.5
516-77-6464,C,Naypyitaw,Member,Female,Health And Beauty,10.16,5.0,2.54,53.34,2019-02-24,13:08,Ewallet,50.8,4.761904762,2.54,4.1
656-16-1063,B,Mandalay,Normal,Male,Sports And Travel,46.42,3.0,6.963,146.223,,13:24,Credit Card,139.26,4.761904762,6.963,4.4
766-85-7061,B,Mandalay,Normal,Male,Health And Beauty,87.87,10.0,43.935,922.635,2019-03-29,10:25,Ewallet,878.7,4.761904762,43.935,5.1
130-67-4723,A,Yangon,Member,Male,Food And Beverages,48.5,6.0,14.55,305.55,,13:57,Ewallet,291.0,4.761904762,14.55,9.4
560-30-5617,B,Mandalay,Normal,Female,Sports And Travel,24.77,5.0,6.1925,130.0425,2019-03-24,18:27,Cash,123.85,4.761904762,6.1925,8.5
490-95-0021,B,Mandalay,Member,Female,Food And Beverages,33.21,10.0,16.605,348.705,,14:25,Ewallet,332.1,4.761904762,16.605,6.0
286-43-6208,C,Naypyitaw,Normal,Female,Food And Beverages,87.8,9.0,39.51,829.71,2019-03-16,19:08,Cash,790.2,4.761904762,39.51,9.2
136-08-6195,A,Yangon,Normal,Female,Home And Lifestyle,69.96,8.0,27.984,587.664,2019-02-15,17:01,Credit Card,559.68,4.761904762,27.984,6.4
236-27-1144,C,Naypyitaw,Normal,Female,Food And Beverages,16.31,9.0,7.3395,154.1295,2019-03-26,10:31,Ewallet,146.79,4.761904762,7.3395,8.4
370-96-0655,C,Naypyitaw,Normal,Female,Fashion Accessories,49.32,6.0,14.796,310.716,,13:46,Ewallet,295.92,4.761904762,14.796,7.1
840-19-2096,C,Naypyitaw,Member,Male,Electronic Accessories,87.91,5.0,21.9775,461.5275,2019-03-14,18:10,Ewallet,439.55,4.761904762,21.9775,4.4
139-32-4183,A,Yangon,Member,Female,Sports And Travel,97.48,9.0,43.866,921.186,2019-03-14,14:19,Ewallet,877.32,4.761904762,43.866,7.4
313-66-9943,B,Mandalay,Member,Female,Food And Beverages,29.15,3.0,4.3725,91.8225,2019-03-27,20:29,Credit Card,87.45,4.761904762,4.3725,7.3
586-25-0848,A,Yangon,Normal,Female,Sports And Travel,12.34,7.0,4.319,90.699,,11:19,Credit Card,86.38,4.761904762,4.319,6.7
730-61-8757,B,Mandalay,Member,Male,Health And Beauty,51.13,4.0,10.226,214.746,2019-01-25,10:11,Credit Card,204.52,4.761904762,10.226,4.0
387-49-4215,B,Mandalay,Member,Female,Sports And Travel,48.5,3.0,7.275,152.775,,12:50,Cash,145.5,4.761904762,7.275,6.7
242-55-6721,B,Mandalay,Normal,Male,Home And Lifestyle,16.16,2.0,1.616,33.936,,11:49,Ewallet,32.32,4.761904762,1.616,6.5
636-48-8204,A,Yangon,Normal,Male,Electronic Accessories,34.56,5.0,8.64,181.44,2019-02-17,11:15,Ewallet,172.8,4.761904762,8.64,9.9
189-98-2939,C,Naypyitaw,Normal,Male,Fashion Accessories,78.55,9.0,35.3475,742.2975,,13:22,Cash,706.95,4.761904762,35.3475,7.2
604-70-6476,A,Yangon,Member,Male,Fashion Accessories,17.94,5.0,4.485,94.185,2019-01-23,14:04,Ewallet,89.7,4.761904762,4.485,6.8
123-19-1176,A,Yangon,Member,Male,Health And Beauty,58.22,8.0,23.288,489.048,2019-01-27,20:33,Ewallet,465.76,4.761904762,23.288,8.4
362-58-8315,C,Naypyitaw,Normal,Male,Fashion Accessories,76.52,5.0,19.13,401.73,2019-03-25,10:23,Cash,382.6,4.761904762,19.13,9.9
549-23-9016,C,Naypyitaw,Member,Female,Food And Beverages,14.87,2.0,1.487,31.227,2019-02-13,18:15,Credit Card,29.74,4.761904762,1.487,8.9
574-80-1489,B,Mandalay,Member,Female,Food And Beverages,62.85,4.0,12.57,263.97,2019-02-25,13:22,Ewallet,251.4,4.761904762,12.57,8.7
139-20-0155,B,Mandalay,Member,Male,Electronic Accessories,40.3,10.0,20.15,423.15,2019-01-24,17:37,Credit Card,403.0,4.761904762,20.15,7.0
888-02-0338,A,Yangon,Normal,Male,Electronic Accessories,26.23,9.0,11.8035,247.8735,2019-01-25,20:24,Ewallet,236.07,4.761904762,11.8035,5.9
474-33-8305,C,Naypyitaw,Member,Male,Fashion Accessories,67.39,7.0,23.5865,495.3165,2019-03-23,13:23,Ewallet,471.73,4.761904762,23.5865,6.9
414-12-7047,B,Mandalay,Normal,Male,Food And Beverages,19.79,8.0,7.916,166.236,2019-01-18,12:04,Ewallet,158.32,4.761904762,7.916,8.7
420-11-4919,C,Naypyitaw,Member,Female,Food And Beverages,71.39,5.0,17.8475,374.7975,2019-02-17,19:57,Credit Card,356.95,4.761904762,17.8475,5.5
595-94-9924,A,Yangon,Member,Female,Health And Beauty,27.73,5.0,6.9325,145.5825,2019-03-26,20:21,Credit Card,138.65,4.761904762,6.9325,4.2
563-91-7120,A,Yangon,Normal,Female,Fashion Accessories,61.77,5.0,15.4425,324.2925,,13:21,Cash,308.85,4.761904762,15.4425,6.7
199-75-8169,A,Yangon,Member,Male,Sports And Travel,15.81,10.0,7.905,166.005,,12:27,Credit Card,158.1,4.761904762,7.905,8.6
253-12-6086,A,Yangon,Member,Female,Sports And Travel,98.4,7.0,34.44,723.24,,12:43,Credit Card,688.8,4.761904762,34.44,8.7
545-46-3100,B,Mandalay,Member,Female,Electronic Accessories,10.59,3.0,1.5885,33.3585,,13:52,Credit Card,31.77,4.761904762,1.5885,8.7
759-29-9521,A,Yangon,Member,Female,Fashion Accessories,48.96,9.0,22.032,462.672,,11:27,Cash,440.64,4.761904762,22.032,8.0
135-13-8269,B,Mandalay,Member,Female,Food And Beverages,78.88,2.0,7.888,165.648,2019-01-26,16:04,Cash,157.76,4.761904762,7.888,9.1
241-11-2261,B,Mandalay,Normal,Female,Fashion Accessories,79.86,7.0,27.951,586.971,,10:33,Credit Card,559.02,4.761904762,27.951,5.5
160-22-2687,A,Yangon,Member,Female,Health And Beauty,95.95,5.0,23.9875,503.7375,2019-01-23,14:21,Ewallet,479.75,4.761904762,23.9875,8.8
777-82-7220,B,Mandalay,Member,Male,Home And Lifestyle,30.12,8.0,12.048,253.008,,13:01,Cash,240.96,4.761904762,12.048,7.7
618-34-8551,A,Yangon,Normal,Female,Sports And Travel,93.18,2.0,9.318,195.678,2019-01-16,18:41,Credit Card,186.36,4.761904762,9.318,8.5
796-32-9050,A,Yangon,Normal,Male,Food And Beverages,51.28,6.0,15.384,323.064,2019-01-19,16:31,Cash,307.68,4.761904762,15.384,6.5
302-15-2162,C,Naypyitaw,Member,Male,Health And Beauty,46.53,6.0,13.959,293.139,,10:54,Credit Card,279.18,4.761904762,13.959,4.3
347-56-2442,A,Yangon,Normal,Male,Home And Lifestyle,65.82,1.0,3.291,69.111,2019-02-22,15:33,Cash,65.82,4.761904762,3.291,4.1
138-17-5109,A,Yangon,Member,Female,Home And Lifestyle,89.21,9.0,40.1445,843.0345,2019-01-15,15:42,Credit Card,802.89,4.761904762,40.1445,6.5
186-71-5196,A,Yangon,Member,Female,Food And Beverages,79.54,2.0,7.954,167.034,2019-03-27,16:30,Ewallet,159.08,4.761904762,7.954,6.2
838-78-4295,C,Naypyitaw,Normal,Female,Health And Beauty,33.47,2.0,3.347,70.287,,15:43,Ewallet,66.94,4.761904762,3.347,6.7
803-17-8013,A,Yangon,Member,Female,Home And Lifestyle,88.79,8.0,35.516,745.836,2019-02-17,17:09,Cash,710.32,4.761904762,35.516,4.1
109-28-2512,B,Mandalay,Member,Female,Fashion Accessories,97.61,6.0,29.283,614.943,,15:01,Ewallet,585.66,4.761904762,29.283,9.9
699-01-4164,C,Naypyitaw,Normal,Male,Health And Beauty,41.5,4.0,8.3,174.3,,19:58,Credit Card,166.0,4.761904762,8.3,8.2
827-44-5872,B,Mandalay,Member,Female,Food And Beverages,54.36,10.0,27.18,570.78,,11:28,Credit Card,543.6,4.761904762,27.18,6.1
246-11-3901,C,Naypyitaw,Normal,Female,Electronic Accessories,32.8,10.0,16.4,344.4,2019-02-15,12:12,Cash,328.0,4.761904762,16.4,6.2
406-46-7107,A,Yangon,Normal,Female,Home And Lifestyle,96.52,6.0,28.956,608.076,,11:52,Cash,579.12,4.761904762,28.956,4.5
552-44-5977,B,Mandalay,Member,Male,Health And Beauty,62.0,8.0,24.8,520.8,,19:08,Credit Card,496.0,4.761904762,24.8,6.2
471-41-2823,C,Naypyitaw,Normal,Male,Food And Beverages,99.79,2.0,9.979,209.559,,20:37,Ewallet,199.58,4.761904762,9.979,8.0
896-34-0956,A,Yangon,Normal,Male,Fashion Accessories,21.32,1.0,1.066,22.386,2019-01-26,12:43,Cash,21.32,4.761904762,1.066,5.9
115-99-4379,B,Mandalay,Member,Female,Fashion Accessories,54.73,7.0,19.1555,402.2655,2019-03-14,19:02,Credit Card,383.11,4.761904762,19.1555,8.5
842-40-8179,B,Mandalay,Member,Female,Food And Beverages,77.2,10.0,38.6,810.6,,10:38,Credit Card,772.0,4.761904762,38.6,5.6
825-94-5922,B,Mandalay,Normal,Male,Sports And Travel,25.31,2.0,2.531,53.151,,19:26,Ewallet,50.62,4.761904762,2.531,7.2
278-97-7759,A,Yangon,Member,Female,Electronic Accessories,62.48,1.0,3.124,65.604,2019-02-18,20:29,Cash,62.48,4.761904762,3.124,4.7
807-14-7833,A,Yangon,Member,Female,Electronic Accessories,17.42,-10.0,8.71,182.91,2019-02-22,12:30,Ewallet,174.2,4.761904762,8.71,7.0
163-56-7055,C,Naypyitaw,Member,Male,Fashion Accessories,48.71,1.0,2.4355,51.1455,2019-03-26,19:20,Cash,48.71,4.761904762,2.4355,4.1
685-64-1609,A,Yangon,Member,Female,Fashion Accessories,30.14,10.0,15.07,316.47,,12:28,Ewallet,301.4,4.761904762,15.07,9.2
258-69-7810,C,Naypyitaw,Normal,Female,Fashion Accessories,36.85,5.0,9.2125,193.4625,2019-01-26,18:53,Cash,184.25,4.761904762,9.2125,9.2
559-61-5987,B,Mandalay,Normal,Female,Health And Beauty,17.75,1.0,0.8875,18.6375,2019-01-14,10:38,Cash,17.75,4.761904762,0.8875,8.6
411-77-0180,A,Yangon,Member,Male,Electronic Accessories,72.2,999.0,25.27,530.67,2019-03-26,20:14,Ewallet,505.4,4.761904762,25.27,4.3
856-66-2701,A,Yangon,Member,Male,Home And Lifestyle,53.3,3.0,7.995,167.895,2019-01-25,14:19,Ewallet,159.9,4.761904762,7.995,7.5
743-04-1105,B,Mandalay,Member,Male,Health And Beauty,97.22,9.0,43.749,918.729,2019-03-30,14:43,Ewallet,874.98,4.761904762,43.749,6.0
582-52-8065,B,Mandalay,Normal,Female,Fashion Accessories,54.31,9.0,24.4395,513.2295,2019-02-22,10:49,Cash,488.79,4.761904762,24.4395,8.9
631-41-3108,A,Yangon,Normal,Male,Home And Lifestyle,46.33,7.0,16.2155,340.5255,,13:23,Credit Card,324.31,4.761904762,16.2155,7.4
210-74-9613,C,Naypyitaw,Normal,Male,Fashion Accessories,97.26,4.0,19.452,408.492,2019-03-16,15:33,Ewallet,389.04,4.761904762,19.452,6.8
573-58-9734,B,Mandalay,Normal,Female,Fashion Accessories,30.37,3.0,4.5555,95.6655,2019-03-28,13:41,Ewallet,91.11,4.761904762,4.5555,5.1
779-06-0012,C,Naypyitaw,Member,Female,Home And Lifestyle,88.61,1.0,4.4305,93.0405,2019-01-19,10:21,Cash,88.61,4.761904762,4.4305,7.7
843-73-4724,A,Yangon,Normal,Male,Fashion Accessories,74.1,1.0,3.705,77.805,2019-01-25,11:05,Cash,74.1,4.761904762,3.705,9.2
257-73-1380,C,Naypyitaw,Member,Male,Sports And Travel,82.93,4.0,16.586,348.306,2019-01-20,16:51,Ewallet,331.72,4.761904762,16.586,9.6
852-82-2749,A,Yangon,Normal,Male,Sports And Travel,64.59,4.0,12.918,271.278,,13:35,Ewallet,258.36,4.761904762,12.918,9.3
569-71-4390,B,Mandalay,Normal,Male,Sports And Travel,21.87,2.0,2.187,45.927,2019-01-25,14:29,Ewallet,43.74,4.761904762,2.187,6.9
443-59-0061,A,Yangon,Member,Male,Food And Beverages,67.45,10.0,33.725,708.225,,11:25,Ewallet,674.5,4.761904762,33.725,4.2
851-98-3555,B,Mandalay,Normal,Female,Health And Beauty,82.88,5.0,20.72,435.12,2019-03-24,14:08,Credit Card,414.4,4.761904762,20.72,6.6
453-33-6436,A,Yangon,Normal,Female,Home And Lifestyle,93.12,8.0,37.248,782.208,,10:09,Cash,744.96,4.761904762,37.248,6.8
593-08-5916,A,Yangon,Normal,Female,Fashion Accessories,15.5,1.0,0.775,16.275,2019-03-19,15:23,Credit Card,15.5,4.761904762,0.775,7.4
626-43-7888,C,Naypyitaw,Normal,Female,Fashion Accessories,60.41,8.0,24.164,507.444,,12:23,Ewallet,483.28,4.761904762,24.164,9.6
102-06-2002,C,Naypyitaw,Member,Male,Sports And Travel,0.0,5.0,6.3125,132.5625,2019-03-20,17:52,Cash,126.25,4.761904762,6.3125,6.1
286-01-5402,A,Yangon,Normal,Female,Sports And Travel,40.23,7.0,14.0805,295.6905,2019-03-30,13:22,Cash,281.61,4.761904762,14.0805,9.6
118-62-1812,C,Naypyitaw,Member,Female,Home And Lifestyle,78.38,4.0,15.676,329.196,2019-03-24,17:56,Cash,313.52,4.761904762,15.676,7.9
148-82-2527,C,Naypyitaw,Member,Female,Home And Lifestyle,12.12,10.0,6.06,127.26,,13:44,Credit Card,121.2,4.761904762,6.06,8.4
301-81-8610,B,Mandalay,Member,Male,Fashion Accessories,25.42,8.0,10.168,213.528,2019-03-19,19:42,Credit Card,203.36,4.761904762,10.168,6.7
307-83-9164,A,Yangon,Member,Male,Home And Lifestyle,60.01,4.0,12.002,252.042,2019-01-25,15:54,Cash,240.04,4.761904762,12.002,4.5
554-53-3790,B,Mandalay,Normal,Male,Sports And Travel,37.02,6.0,11.106,233.226,2019-03-22,18:33,Cash,222.12,4.761904762,11.106,4.5
548-48-3156,A,Yangon,Member,Female,Food And Beverages,83.34,2.0,8.334,175.014,2019-03-19,13:37,Cash,166.68,4.761904762,8.334,7.6
652-43-6591,A,Yangon,Normal,Female,Fashion Accessories,97.29,8.0,38.916,817.236,,13:18,Credit Card,778.32,4.761904762,38.916,6.2
628-34-3388,C,Naypyitaw,Normal,Male,Fashion Accessories,27.38,6.0,8.214,172.494,,20:54,Credit Card,164.28,4.761904762,8.214,7.9
234-36-2483,B,Mandalay,Normal,Male,Health And Beauty,57.59,6.0,17.277,362.817,2019-02-15,13:51,Cash,345.54,4.761904762,17.277,5.1
399-46-5918,C,Naypyitaw,Normal,Female,Electronic Accessories,85.98,8.0,34.392,722.232,2019-02-28,19:01,Cash,687.84,4.761904762,34.392,8.2
638-60-7125,A,Yangon,Normal,Female,Electronic Accessories,99.56,8.0,39.824,836.304,2019-02-14,17:03,Credit Card,796.48,4.761904762,39.824,5.2
532-59-7201,B,Mandalay,Member,Male,Sports And Travel,79.93,6.0,23.979,503.559,2019-01-31,14:04,Cash,479.58,4.761904762,23.979,5.5
227-03-5010,A,Yangon,Member,Female,Home And Lifestyle,52.59,8.0,21.036,441.756,2019-03-22,19:20,Credit Card,420.72,4.761904762,21.036,8.5
510-95-6347,B,Mandalay,Member,Female,Food And Beverages,48.52,3.0,7.278,152.838,,18:17,Ewallet,145.56,4.761904762,7.278,4.0
287-83-1405,A,Yangon,Normal,Male,Health And Beauty,25.43,6.0,7.629,160.209,,19:01,Ewallet,152.58,4.761904762,7.629,7.0
566-19-5475,B,Mandalay,Normal,Male,Fashion Accessories,47.97,7.0,16.7895,352.5795,,20:52,Cash,335.79,4.761904762,16.7895,6.2
701-69-8742,B,Mandalay,Normal,Male,Sports And Travel,34.37,10.0,17.185,360.885,2019-03-16,10:11,Ewallet,343.7,4.761904762,17.185,6.7
227-07-4446,C,Naypyitaw,Member,Female,Electronic Accessories,78.13,10.0,39.065,820.365,,20:51,Cash,781.3,4.761904762,39.065,4.4
898-04-2717,A,Yangon,Normal,Male,Fashion Accessories,76.4,9.0,34.38,721.98,2019-03-19,15:49,Ewallet,687.6,4.761904762,34.38,7.5
305-03-2383,A,Yangon,Normal,Female,Food And Beverages,67.1,3.0,10.065,211.365,2019-02-15,10:36,Cash,201.3,4.761904762,10.065,7.5
286-75-7818,B,Mandalay,Normal,Male,Fashion Accessories,69.08,2.0,6.908,145.068,2019-01-31,19:48,Credit Card,138.16,4.761904762,6.908,6.9
503-21-4385,B,Mandalay,Member,Male,Health And Beauty,39.91,3.0,5.9865,125.7165,2019-02-21,12:40,Ewallet,119.73,4.761904762,5.9865,9.3
528-14-9470,A,Yangon,Member,Male,Health And Beauty,91.3,1.0,4.565,95.865,2019-02-14,14:42,Ewallet,91.3,4.761904762,4.565,9.2
379-17-6588,C,Naypyitaw,Normal,Male,Fashion Accessories,59.61,10.0,29.805,625.905,2019-03-14,11:07,Cash,596.1,4.761904762,29.805,5.3
729-06-2010,B,Mandalay,Member,Male,Health And Beauty,80.47,9.0,36.2115,760.4415,,11:18,Cash,724.23,4.761904762,36.2115,9.2
719-76-3868,C,Naypyitaw,Member,Male,Food And Beverages,94.26,4.0,18.852,395.892,,16:30,Cash,377.04,4.761904762,18.852,8.6
882-40-4577,A,Yangon,Member,Male,Sports And Travel,67.26,4.0,13.452,282.492,2019-01-19,15:28,Credit Card,269.04,4.761904762,13.452,8.0
397-25-8725,A,Yangon,Member,Female,Health And Beauty,39.62,9.0,17.829,374.409,2019-01-13,17:54,Credit Card,356.58,4.761904762,17.829,6.8
448-34-8700,B,Mandalay,Member,Male,Home And Lifestyle,36.91,7.0,12.9185,271.2885,,13:51,Ewallet,258.37,4.761904762,12.9185,6.7
410-67-1709,A,Yangon,Member,Female,Fashion Accessories,63.88,8.0,25.552,536.592,2019-01-20,17:48,Ewallet,511.04,4.761904762,25.552,9.9
634-97-8956,A,Yangon,Normal,Male,Food And Beverages,32.9,3.0,4.935,103.635,2019-02-17,17:27,Credit Card,98.7,4.761904762,4.935,9.1
285-68-5083,C,Naypyitaw,Member,Female,Sports And Travel,24.74,3.0,3.711,77.931,2019-02-15,17:47,Credit Card,74.22,4.761904762,3.711,10.0
390-17-5806,C,Naypyitaw,Member,Female,Food And Beverages,38.42,1.0,1.921,40.341,,16:33,Cash,38.42,4.761904762,1.921,8.6
